Year,Value_PIB Real Hist.,Value_PIB Manufacturero Hist.,Value_Hist. Export. Plásticos,Value_Hist. Import. Plásticos,Tasa de Desempleo,Tasa de Cambio,Productividad,Fuerza Laboral / Pob. Econ. Activa,Value_PIB minero,Value_Hist. Población Mundial,Value_Hist. Crecimiento Pob. Mun,Value_Población 0-14,Value_Población 15-64,Value_Población +65,Leyes sobre Economía Circular,Unnamed: 18,Unnamed: 19
2024,0.05645347187675714,1262279830.92286,-0.031444897702118856,-0.030439828992748743,,0.7195666304414569,,4567689.977288511,0.05784772711906695,4359184.085946078,0.9521965604520551,895074.0641039871,100179.01858336473,7341505.03213099,0.06568155231188692,,
2024,42745329731.99598,20533181770.96836,0.09146648317636391,3989289.0243076477,,1.1779639118234897,52.15982298565205,0.004606909509555859,0.001290735659213988,81678050.9472205,0.44954175131832075,21564796.982465014,9182558.038593031,44602506.93976714,0.09369554786402325,,
2024,3378701146.9767275,0.029822056879087636,0.025866864734182028,9281061.040502356,6.086376647976183,1.8212814926089285,,66187368.01599618,0.010907525268465995,10311238.04398305,0.6616863040120925,90612.02115834909,3399138.050522382,910908.019862045,0.14423604234459247,,
2024,71000359760.04433,25911294822.968285,5566439.975019334,0.039332146957308245,8.353024717222,10.962844417398463,,1095505.0515579018,0.044106871365997724,352721.0373454994,2.5340423576018103,58408567.00588051,48875566.983046815,4485533.027618269,0.06432226958353579,,
2024,-0.070257996118223,1797394340.9882016,-0.0031813418723681285,2436456.01224196,8.108467316794773,58.2492580938328,,0.0896498210368894,0.07532583706073857,4948999.954891682,0.12031030326693934,33824250.01341998,37200071.94093898,16876.993481498776,-0.023534941891752093,,
2024,6233150000000.025,0.03720928551575173,0.0707321333747674,0.06376028682162226,,1.5635109452332725,,-0.017437574097560287,0.024076819163422025,2376389.050444307,3.0335209961399316,12243874.921620741,3428901.010854328,690085.0023070772,0.04414774049269132,,
2024,598102999999.9479,0.021077304176828064,2699641.0478311405,-0.0305280849714691,,4.316363667658215,86.22850736623235,-0.017380838972406432,0.10113414763490315,3274400.0248906384,0.34140505352321027,0.05272070050748853,18176152.982815355,701762.0348730201,0.09556006332830948,,
2024,47419238274.063896,80014085236.01334,-0.06981059071875162,15086165.980568541,20.866461560558523,34.61392736877239,,-0.012285440544165907,-0.09289529757147316,11488980.094498932,0.5384425450692689,1691212.8847360457,53827193.00367051,3512441.9708962585,0.02668704323408018,,
2024,23487614050.98695,752843999999.983,774357.9512854719,-0.12973139416226712,13.712327890762529,1426.3866540596152,80.524214687153,4735411.970184968,-0.043297572002128956,5041992.009668938,0.7626155223831168,-0.0008564445328662499,2932100.0708479695,6350422.015440954,-0.017255217508094268,,
2024,414926000000.0068,0.018503055763447768,-0.03909234370116702,-0.00465282589158443,11.343948391884856,0.04191179172575294,63.216991501572856,5810257.132323169,-0.07457209045789949,3510599.9945728336,0.04330502437277678,795845.9121674701,3416570.0099783465,555726.9824624909,0.06868604811420669,,
2024,401946000000.0206,-0.006186634004987831,-0.02198499754679044,4185931.0289846733,4.02917694656904,0.9373924856204187,45.44413897683308,-0.08407943615478997,0.11894711118982547,46565428.97426187,0.5644711619684459,512956.9648260916,37429998.09199726,777991.0775078062,-0.06368429020284175,,
2024,747846862.1035159,0.022890280496289238,-0.029771160143802117,0.014262980600445072,15.923730868564975,0.5113810425890883,,0.13431988917415183,0.00012638147046906134,5132593.912832237,-0.07980607877190775,2153624.010482369,5706355.014729347,548456.0271614677,0.0070726698547370825,,
2024,7198360459.967471,997477999999.9751,0.001700462743053879,-0.0312010176621675,7.440757722033324,38.67047566365038,33.29524333161477,0.03193357626300627,-0.039171690767472615,3121199.9840886216,2.8588155749878488,5974662.043431222,138568.98569872873,999381.947789224,0.037942643743562376,,
2024,201338000000.0522,1857684742.9908717,27076156.036786065,0.042226280315726776,7.528165804603196,1756.6422032736798,,4311471.995871131,-0.017273436695653135,1913821.9862050803,0.3471994388626005,1725953.0510995642,23728154.936975848,1256726.0908901163,-0.005384033454705512,,
2024,71838528420.04338,143499999999.9505,0.04513301446912429,-0.0036915376189763146,,1612.4175631606095,53.02549820687056,-0.04188159209346424,0.028093179382762092,31987155.013102908,1.1805979339655102,12065827.990348425,1519909.011203751,1353737.0500878443,0.03127512125231626,,
2024,363497000000.01416,-0.0017503805003117952,-0.016339867144964534,0.03832133560043506,1.525037418298842,194.27414406300764,69.93276334444265,40090326.99797671,-0.08949777001409256,4986430.928844844,-0.2843988370615293,63187.04952582454,11370391.954190223,6208801.939677788,0.03262545776832603,,
2024,-0.06747317857127617,34683989515.95945,-0.08173467593771981,0.024307484255313136,7.674968774969472,0.5600843330601771,,-0.028187293300349914,-0.0545507229822465,11387999.98804939,0.6086271173718295,61401358.99686915,12731716.026685238,2103658.923687493,0.02800293236620925,,
2024,18319334300.029274,118823999999.94429,-0.05202049709358708,2459032.071225448,9.608622426551838,4.242205913991216,52.242569335609346,0.06901795622486999,0.03197689822326081,98625552.02881257,0.18532356178389753,30371081.96439051,36638789.99433591,1500657.9386049635,-0.009423907832622654,,
2024,19631714760.03567,15927041964.012934,7775438.97401126,0.016968168128310195,4.906362512798339,0.8301861019191217,,4607853.03155146,0.048484657899924614,9298515.033775484,0.7760387807664688,422838.01866525435,2256537.992700303,26132.950895062488,-0.020145857388281948,,
2024,13436827167.002352,0.010636988792883016,-0.06225172296256788,0.030497133646714077,2.784125181324627,4.993707812240307,,37465529.08354584,-0.04650866568727552,361357.9070092412,0.14826789206832136,50914842.95412504,28446071.004257597,1074067.0075641063,-0.005769224452642482,,
2024,14238126760.06116,10010017533.039145,32689369.05704295,-0.003835854435255163,18.007916101774335,0.9107088376585533,35.156314543093266,-0.014520305675329682,0.05373317028873202,2432851.0353203304,0.2957812248449007,954428.9933404085,3736262.011655359,1960402.004112166,-0.06858466161472246,,
2024,363157999999.9658,33749250946.978443,22578512.941022947,8896317.974855492,19.916375901795263,0.4505655055918601,,0.007067116446614412,-0.13659205741161184,4167353.9876713045,1.3104489508001884,3520931.9760648175,7290314.998289881,0.03674052119442383,0.06880880198011617,,
2024,113210999999.9745,207470000000.02042,21511060.030853152,3479788.0245366106,,0.6722508932308431,47.155314157157186,4307425.99512983,0.0004959876898973632,43653154.990749456,0.3567101580167291,793007.9224979149,6970828.106832395,19129940.984462496,0.02705757567752798,,
2024,38729822781.87577,12072691148.02754,76014552.91590598,18856764.075136535,10.205676537555034,5.961931022222714,68.83021997604641,-0.018690484437282565,0.015304539510763835,78288575.88177423,2.487040849800413,5504347.016478417,35843856.961397596,2013387.9869685324,0.00842932761741585,,
2024,61627240831.04599,0.02223869039157974,0.03286005506480268,9991558.969205968,9.716065153237059,30.909580275848597,,-0.05145194878460784,3.504024333895902,225055000.07467857,0.4594825011652087,11951050.007199844,78225554.05120997,3633164.005625559,-0.03387051812651773,,
2024,5814357967.015693,90422416478.95871,1983343.9930365647,-0.012406816439379374,,6.962842448620889,,0.03596867805299352,-0.06549419164531821,11121341.008839944,0.3774779120182959,966919.0575255785,5648074.062782428,146675.05629423886,0.006444156798180757,,
2024,2208509075.915909,281037000000.00745,4786337.075626535,0.0013325217608837247,4.175563443558575,1.5022351215051117,,0.017051460481495036,0.15951024210144585,4580868.923426978,-0.7033691680599375,1124983.906576687,227752.9446289396,401379.9053718544,0.005437525692461007,,
2024,-0.08792994999970738,121856000000.0182,3848166.9434218695,0.0342448154970857,4.6552678393822475,59.99252079423413,15.307367044170109,9429375.997638123,-0.001784916367137917,61364377.01876008,0.23888150967662147,586350.964335228,23687790.002822574,8849368.987178614,-0.021776959706700696,,
2024,18809197969.956367,17144514374.000359,12268472.97179426,12071352.017272899,5.418977386043462,1542.9989033949958,,5415609.025147198,-0.03857691742350396,198751.01722392204,6.0212210879339585,9842578.056399949,6076190.017812399,9500364.06593487,0.05250462273782343,,
2024,121167000000.03969,-0.10432388291855424,21003865.98147837,5552329.045653158,,0.620289275783227,74.71264282197009,2526060.979392899,-0.014438824697148434,5165474.061127207,2.8101936046100406,805411.0264785046,12099118.008567113,786157.0033890249,-0.05652408184827994,,
2024,29036709871.98498,157527000000.00803,-0.007625003507515602,0.09869547378205729,0.38866567856494155,0.9430956782821505,,0.0007600105021456038,-0.030094135517080584,67382060.98451556,1.4071055423639545,58927062.03621863,6076190.006610403,46295.98525580009,-0.04552777839027653,,
2024,-0.04023934583301625,58943776567.11063,2888900.9827009584,956700.9680549345,,0.9963009798324833,,25968918.043101612,0.06281902826158083,10547958.000599803,0.24298856157349835,12369098.072587347,2355829.031264709,713691.9592681642,0.05557751992101232,,
2024,301758999999.9497,16589228242.981998,-0.016333928295449347,0.03048644890726948,6.430726428474863,121.04101166254861,,4368285.049932351,0.03399909149752638,5018572.96785961,0.46662307195021374,26576626.961777963,3221008.895173642,7935647.045125694,0.07520613693478331,,
